sample_id,severity,method,si_sdr,lsd,hf_lsd,stoi,estoi
adaptive_shard_00000.pt:33,light,base,17.012601538500512,13.1619234085083,13.110099792480469,0.7916570556678084,0.7577979372086511
adaptive_shard_00000.pt:33,light,v1_uncond,17.14406471487891,10.38664722442627,9.444766998291016,0.7917482501048729,0.756346029570148
adaptive_shard_00000.pt:33,light,v1_cond,17.144857180247108,10.385615348815918,9.444436073303223,0.791719480821696,0.7563129030703487
adaptive_shard_00000.pt:34,medium,base,20.065732362560354,12.704573631286621,11.791486740112305,0.596886449925936,0.4728532083018828
adaptive_shard_00000.pt:34,medium,v1_uncond,20.462754670287513,11.819686889648438,11.144363403320312,0.599925025444211,0.4777959510078684
adaptive_shard_00000.pt:34,medium,v1_cond,20.46651224785407,11.8216552734375,11.146230697631836,0.59993040796902,0.47778341471647123
adaptive_shard_00000.pt:35,heavy,base,16.39190800080852,14.090165138244629,14.036624908447266,0.5052631786056687,0.3958995062898482
adaptive_shard_00000.pt:35,heavy,v1_uncond,16.557075580092935,12.828011512756348,12.728796005249023,0.5058458570930009,0.39276417591120216
adaptive_shard_00000.pt:35,heavy,v1_cond,16.548047328268325,12.882804870605469,12.788235664367676,0.5057935077246369,0.39299292332382185
adaptive_shard_00000.pt:36,clean,base,24.006297616594257,9.294772148132324,9.296223640441895,0.9513610269041535,0.8991381003719024
adaptive_shard_00000.pt:36,clean,v1_uncond,24.3102138690049,8.264166831970215,7.099955081939697,0.9508288362763091,0.8979500247909955
adaptive_shard_00000.pt:36,clean,v1_cond,24.32398109585451,8.261629104614258,7.098281383514404,0.9508247885024869,0.8979383323982656
adaptive_shard_00000.pt:37,light,base,21.62360930875853,17.964210510253906,22.455137252807617,0.9540624401848333,0.9119997289106907
adaptive_shard_00000.pt:37,light,v1_uncond,21.820189463568497,14.947046279907227,17.396076202392578,0.9535427518808438,0.9086034205935769
adaptive_shard_00000.pt:37,light,v1_cond,21.831396384997426,14.941522598266602,17.39006996154785,0.9535375059841456,0.9086093771096699
adaptive_shard_00000.pt:38,medium,base,18.11135999827384,18.425094604492188,21.743907928466797,0.9316668865588748,0.7982437134964941
adaptive_shard_00000.pt:38,medium,v1_uncond,18.187680264102465,18.967775344848633,21.911884307861328,0.9312807357610005,0.798253917518164
adaptive_shard_00000.pt:38,medium,v1_cond,18.19017053450406,18.964431762695312,21.912240982055664,0.9312811611441077,0.7982606677165038
